[DOMAIN:标签] [CAT:二次元角色/作品] touhou | 东方
[DOMAIN:标签] [CAT:二次元角色/角色] honduran_white_bat_(kemono_friends) | 洪都拉斯白蝠（兽娘动物园）
[DOMAIN:标签] [CAT:二次元角色/作品] shanti_rana | 香提·拉纳
[DOMAIN:标签] [CAT:二次元角色/作品] vanilla | 香草
[DOMAIN:标签] [CAT:二次元角色/作品] ichii_maina | 一井舞菜
[DOMAIN:标签] [CAT:二次元角色/角色] lin_(sen_to_chihiro_no_kamikakushi) | 玲（千与千寻的神隐）
[DOMAIN:标签] [CAT:二次元角色/作品] khorne | 恐恩
[DOMAIN:标签] [CAT:二次元角色/作品] nagisano | 渚野
[DOMAIN:标签] [CAT:二次元角色/角色] tornadus_(incarnate) | 龙卷云（灵兽形态）
[DOMAIN:标签] [CAT:二次元角色/作品] suiren_to_shion | 睡莲与紫苑
[DOMAIN:标签] [CAT:二次元角色/角色] aeos_(dragon_ball) | 埃欧斯（龙珠）
[DOMAIN:标签] [CAT:二次元角色/角色] chiyoda_(azur_lane) | 千代田（碧蓝航线）
[DOMAIN:标签] [CAT:二次元角色/角色] tormod_(fire_emblem) | 托莫德（火焰纹章）
[DOMAIN:标签] [CAT:二次元角色/角色] rudolph_the_red_nosed_reindeer_(cosplay) | 红鼻子驯鹿鲁道夫（角色扮演）
[DOMAIN:标签] [CAT:二次元角色/作品] vagabond | 浪客
[DOMAIN:标签] [CAT:二次元角色/角色] ruka_(cookie) | 流华（曲奇）
[DOMAIN:标签] [CAT:二次元角色/角色] nine_tail_(ragnarok_online) | 九尾（仙境传说）
[DOMAIN:标签] [CAT:二次元角色/作品] hajimete_no_oisha-san | 初めてのお医者さん
[DOMAIN:标签] [CAT:二次元角色/角色] rueppell's_fox_(kemono_friends) | 吕佩尔氏狐（兽娘动物园）
[DOMAIN:标签] [CAT:二次元角色/作品] yanagiwara_maron | 柳原麻伦
[DOMAIN:标签] [CAT:二次元角色/作品] nanase_yoshino | 七濑芳乃
[DOMAIN:标签] [CAT:二次元角色/角色] diana_(kaminomi) | 黛安娜（神之谜）
[DOMAIN:标签] [CAT:二次元角色/作品] ayasegawa_yumichika | 绫濑川弓亲
[DOMAIN:标签] [CAT:二次元角色/角色] sakurai_akane_(girlfriend) | 樱井茜（女友）
[DOMAIN:标签] [CAT:二次元角色/作品] ikeno_kaede | 池野枫
[DOMAIN:标签] [CAT:二次元角色/角色] zeta_(kage_no_jitsuryokusha_ni_naritakute!) | 泽塔（想要成为影之实力者！）
[DOMAIN:标签] [CAT:二次元角色/作品] reinesia_el_arte_cowen | 莱内西亚·埃尔·阿特·考恩
[DOMAIN:标签] [CAT:二次元角色/角色] yakumo_(blue_archive) | 八云（蔚蓝档案）
[DOMAIN:标签] [CAT:二次元角色/角色] falke_(street_fighter) | 法尔凯（街头霸王）
[DOMAIN:标签] [CAT:二次元角色/作品] kayano_mikoto | 茅野命
[DOMAIN:标签] [CAT:二次元角色/角色] togusa_(gits) | 托古萨（攻壳机动队）
[DOMAIN:标签] [CAT:二次元角色/作品] yunobo | 尤诺波
[DOMAIN:标签] [CAT:二次元角色/角色] spyro_(series) | 斯派罗（系列）
[DOMAIN:标签] [CAT:二次元角色/角色] yuri_(quiz_magic_academy) | 百合（问答魔法学院）
[DOMAIN:标签] [CAT:二次元角色/角色] sami_(advance_wars) | 萨米（高级战争）
[DOMAIN:标签] [CAT:二次元角色/角色] parn_(lodoss) | 帕恩（罗德斯岛）
[DOMAIN:标签] [CAT:二次元角色/作品] alolan_diglett | 阿罗拉地鼠
[DOMAIN:标签] [CAT:二次元角色/作品] hero_cantare | 英雄神塔
[DOMAIN:标签] [CAT:二次元角色/作品] iida_kotori | 饭田小鸟
[DOMAIN:标签] [CAT:二次元角色/作品] mx0 | 魔法零分
[DOMAIN:标签] [CAT:二次元角色/角色] sigma_(bungou_stray_dogs) | 西格玛（文豪野犬）
[DOMAIN:标签] [CAT:二次元角色/作品] asama_miya | 浅间美夜
[DOMAIN:标签] [CAT:二次元角色/作品] rin_penrose | 凛·彭罗斯
[DOMAIN:标签] [CAT:二次元角色/角色] shio_(ayanepuna) | 盐（绫音普娜）
[DOMAIN:标签] [CAT:二次元角色/角色] pi_(.hack//) | 派（.hack//）
[DOMAIN:标签] [CAT:二次元角色/作品] hotori_tadase | 边里唯世
[DOMAIN:标签] [CAT:二次元角色/角色] ithaqua_(identity_v) | 伊塔库亚（第五人格）
[DOMAIN:标签] [CAT:二次元角色/角色] itokatsu_(garou) | 糸胜（饿狼）
[DOMAIN:标签] [CAT:二次元角色/作品] jiren | 吉连
[DOMAIN:标签] [CAT:二次元角色/角色] black_pepper_(precure) | 黑胡椒（光之美少女）
[DOMAIN:标签] [CAT:二次元角色/作品] miyauchi_hikage | 宫内日影
[DOMAIN:标签] [CAT:二次元角色/作品] shizumi_konoha | 暗沉木叶
[DOMAIN:标签] [CAT:二次元角色/作品] jimmy_olsen | 吉米·奥尔森
[DOMAIN:标签] [CAT:二次元角色/作品] houjouin_seika | 宝城清歌
[DOMAIN:标签] [CAT:二次元角色/角色] wedge_(ff7) | 威吉（最终幻想7）
[DOMAIN:标签] [CAT:二次元角色/角色] elicia_(luminous_arc_2) | 艾莉希娅（弧光之源2）
[DOMAIN:标签] [CAT:二次元角色/作品] mega_man_10 | 洛克人10
[DOMAIN:标签] [CAT:二次元角色/角色] hubble_(neural_cloud) | 哈勃（云图计划）
[DOMAIN:标签] [CAT:二次元角色/角色] rikka_(dq9) | 莉卡（勇者斗恶龙9）
[DOMAIN:标签] [CAT:二次元角色/作品] phineas_flynn | 菲尼亚斯·弗林
[DOMAIN:标签] [CAT:二次元角色/角色] weather_report_(stand) | 天气预报（替身）
[DOMAIN:标签] [CAT:二次元角色/作品] classicaloid | 古典雷鬼
[DOMAIN:标签] [CAT:二次元角色/角色] isokaze_(new_year's_campaign)_(azur_lane) | 矶风（新年庆典）（碧蓝航线）
[DOMAIN:标签] [CAT:二次元角色/角色] melfina_(outlaw_star) | 梅尔菲娜（星方武侠）
[DOMAIN:标签] [CAT:二次元角色/角色] calum_(existence) | 卡勒姆（存在）
[DOMAIN:标签] [CAT:二次元角色/角色] osakabehime_(foxy_lady)_(fate) | 刑部姬（妖狐女郎）（Fate）
[DOMAIN:标签] [CAT:二次元角色/作品] joanna_elizabeth_stafford | 乔安娜·伊丽莎白·斯塔福德
[DOMAIN:标签] [CAT:二次元角色/角色] broken_vessel_(hollow_knight) | 破碎容器（空洞骑士）
[DOMAIN:标签] [CAT:二次元角色/角色] grenadier_(manga) | 掷弹兵（漫画）
[DOMAIN:标签] [CAT:二次元角色/角色] hot_rod_(transformers) | 热破（变形金刚）
[DOMAIN:标签] [CAT:二次元角色/作品] jack_cooper | 杰克·库珀
[DOMAIN:标签] [CAT:二次元角色/角色] tama_(gintama) | 定春（银魂）
[DOMAIN:标签] [CAT:二次元角色/角色] duke_of_york_(prestige_of_the_glorious_formula)_(azur_lane) | 约克公爵（荣光公式之尊贵）（碧蓝航线）
[DOMAIN:标签] [CAT:二次元角色/角色] satyr_(halloween)_(granblue_fantasy) | 萨堤尔（万圣节）（碧蓝幻想）
[DOMAIN:标签] [CAT:二次元角色/角色] mimi_(paper_mario) | 咪咪（纸片马里奥）
[DOMAIN:标签] [CAT:二次元角色/作品] tanaka_ryuunosuke | 田中龙之介
[DOMAIN:标签] [CAT:二次元角色/作品] nishizawa_yoshiko | 西泽佳子
[DOMAIN:标签] [CAT:二次元角色/作品] mighty_strike_freedom_gundam | 强袭自由高达威力型
[DOMAIN:标签] [CAT:二次元角色/作品] nayru | 娜茹
[DOMAIN:标签] [CAT:二次元角色/作品] pikupiku | 皮库皮库
[DOMAIN:标签] [CAT:二次元角色/作品] mia_alice | 米娅·爱丽丝
[DOMAIN:标签] [CAT:二次元角色/角色] owen_(mahoutsukai_no_yakusoku) | 欧文（魔法师的约定）
[DOMAIN:标签] [CAT:二次元角色/作品] harukaze_chiharu | 春风千春
[DOMAIN:标签] [CAT:二次元角色/角色] cloud_strife_(ocean_chocobo) | 克劳德·斯特莱夫（海洋陆行鸟）
[DOMAIN:标签] [CAT:二次元角色/作品] blair_dame | 布莱尔·戴姆
[DOMAIN:标签] [CAT:二次元角色/作品] wizardmon | 巫师兽
[DOMAIN:标签] [CAT:二次元角色/角色] milk_(pop'n_music) | 牛奶（流行音乐）
[DOMAIN:标签] [CAT:二次元角色/作品] hresvelgr | 赫拉斯瓦尔格
[DOMAIN:标签] [CAT:二次元角色/作品] asura_cryin' | 阿修罗之怒
[DOMAIN:标签] [CAT:二次元角色/角色] morganite_(houseki_no_kuni) | 摩根石（宝石之国）
[DOMAIN:标签] [CAT:二次元角色/作品] avalugg | 冰岩怪
[DOMAIN:标签] [CAT:二次元角色/角色] zwei_(nikke) | 茨薇（妮姬）
[DOMAIN:标签] [CAT:二次元角色/角色] erato_(last_origin) | 厄拉托（最终起源）
[DOMAIN:标签] [CAT:二次元角色/角色] sylpha_(ninoko) | 希尔法（妮诺子）
[DOMAIN:标签] [CAT:二次元角色/作品] malice<p>white_rabbit | 恶意< p>白兔
[DOMAIN:标签] [CAT:二次元角色/角色] paprika_(character) | 帕普莉卡（角色）
[DOMAIN:标签] [CAT:二次元角色/角色] marci_(dota) | 玛西（DOTA）
[DOMAIN:标签] [CAT:二次元角色/角色] sphene_(ff14) | 榍石（最终幻想14）
[DOMAIN:标签] [CAT:二次元角色/角色] male_fighter_(dungeon_and_fighter) | 男格斗家（地下城与勇士）
[DOMAIN:标签] [CAT:二次元角色/作品] magnum_shooter_40x | 马格南射手40X
[DOMAIN:标签] [CAT:二次元角色/角色] starscream_(kotobukiya_bishoujo) | 红蜘蛛（寿屋美少女）
[DOMAIN:标签] [CAT:二次元角色/作品] guldo | 古尔多
[DOMAIN:标签] [CAT:二次元角色/角色] thundurus_(incarnate) | 雷电云（化身形态）
[DOMAIN:标签] [CAT:二次元角色/作品] makita_yuzu | 牧田柚
[DOMAIN:标签] [CAT:二次元角色/角色] morrigan_(dragon_age) | 莫瑞甘（龙腾世纪）
[DOMAIN:标签] [CAT:二次元角色/作品] dora_marquez | 朵拉·马克斯
[DOMAIN:标签] [CAT:二次元角色/作品] aries_shion | 白羊座史昂
[DOMAIN:标签] [CAT:二次元角色/作品] arima_kishou | 有马贵将
[DOMAIN:标签] [CAT:二次元角色/作品] yumekichi | 梦吉
[DOMAIN:标签] [CAT:二次元角色/作品] erina_der_vogelweid | 艾莉娜·德·福格尔维德
[DOMAIN:标签] [CAT:二次元角色/角色] mare_(ac8231) | 玛雷（AC8231）
[DOMAIN:标签] [CAT:二次元角色/作品] pole_princess!! | 钢管公主!!
[DOMAIN:标签] [CAT:二次元角色/作品] shining_ark | 光明方舟
[DOMAIN:标签] [CAT:二次元角色/角色] greyy_(arknights) | 格雷伊（明日方舟）
[DOMAIN:标签] [CAT:二次元角色/角色] hilda_(summer_2022)_(pokemon) | 小优（2022夏季）（宝可梦）
[DOMAIN:标签] [CAT:二次元角色/角色] mathilda_(fire_emblem) | 玛蒂尔达（火焰纹章）
[DOMAIN:标签] [CAT:二次元角色/角色] masamune_(phantom_of_the_kill) | 正宗（杀戮幻影）
[DOMAIN:标签] [CAT:二次元角色/角色] britomart_(second_ascension)_(fate) | 布里托玛特（再临第二阶段）（命运）
[DOMAIN:标签] [CAT:二次元角色/角色] des_moines_(warship_girls_r) | 德梅因（战舰少女R）
[DOMAIN:标签] [CAT:二次元角色/角色] mashiro_(solopipb) | 真白（solopipb）
[DOMAIN:标签] [CAT:二次元角色/作品] haruchika | 春近
[DOMAIN:标签] [CAT:二次元角色/作品] mojiuxuan | 墨久轩
[DOMAIN:标签] [CAT:二次元角色/作品] elliot_craig | 埃利奥特·克雷格
[DOMAIN:标签] [CAT:二次元角色/角色] c.c._(cosplay) | C.C.（角色扮演）
[DOMAIN:标签] [CAT:二次元角色/作品] clarice_di_lanza | 克拉丽丝·迪·兰扎
[DOMAIN:标签] [CAT:二次元角色/作品] mojo_jojo | 魔人啾啾
[DOMAIN:标签] [CAT:二次元角色/作品] isamu_dyson | 勇·戴森
[DOMAIN:标签] [CAT:二次元角色/角色] yukina_(kabaneri) | 雪菜（甲铁城）
[DOMAIN:标签] [CAT:二次元角色/角色] sakuya_(utawarerumono) | 沙久耶（传颂之物）
[DOMAIN:标签] [CAT:二次元角色/作品] hanamura_hinako | 花村日菜子
[DOMAIN:标签] [CAT:二次元角色/作品] ging_freecss | 金·富力士
[DOMAIN:标签] [CAT:二次元角色/角色] hugo_(suikoden_iii) | 雨果（幻想水浒传III）
[DOMAIN:标签] [CAT:二次元角色/作品] maruki_takuto | 丸喜拓人
[DOMAIN:标签] [CAT:二次元角色/作品] hisui_hearts | 翡翠心
[DOMAIN:标签] [CAT:二次元角色/角色] giru_(dragon_ball) | 基鲁（龙珠）
[DOMAIN:标签] [CAT:二次元角色/角色] natsu_(halloween)_(blue_archive) | 夏（万圣节）（蔚蓝档案）
[DOMAIN:标签] [CAT:二次元角色/作品] tachibana_isana | 立花勇鱼
[DOMAIN:标签] [CAT:二次元角色/角色] mondragon_m1908_(girls'_frontline) | 蒙德拉贡M1908（少女前线）
[DOMAIN:标签] [CAT:二次元角色/角色] helena_(shimmering_triangle_wave)_(azur_lane) | 海伦娜（粼光三角波）（碧蓝航线）
[DOMAIN:标签] [CAT:二次元角色/角色] fumu_(kirby) | 芙姆（星之卡比）
[DOMAIN:标签] [CAT:二次元角色/角色] yuubari_(azur_lane) | 由良（碧蓝航线）
[DOMAIN:标签] [CAT:二次元角色/作品] kujou_rin | 条琴凛
[DOMAIN:标签] [CAT:二次元角色/作品] laura_stuart | 劳拉·斯图亚特
[DOMAIN:标签] [CAT:二次元角色/作品] tsukuyomi_sasami | 月读沙沙美
[DOMAIN:标签] [CAT:二次元角色/角色] setsuna_(inuyasha) | 刹那（犬夜叉）
[DOMAIN:标签] [CAT:二次元角色/作品] heiwajima_kasuka | 平和岛幽
[DOMAIN:标签] [CAT:二次元角色/角色] kinoshita_ringo_(no-rin) | 木下林檎（农林）
[DOMAIN:标签] [CAT:二次元角色/作品] heartsteel_aphelios | 心钢厄斐琉斯
[DOMAIN:标签] [CAT:二次元角色/角色] laffey_ii_(sleepy_on_a_busy_day)_(azur_lane) | 拉菲II（繁忙日中酣睡）（碧蓝航线）
[DOMAIN:标签] [CAT:二次元角色/作品] ragnador | 拉格纳多尔
[DOMAIN:标签] [CAT:二次元角色/作品] oozaru | 大猿
[DOMAIN:标签] [CAT:二次元角色/作品] koga_sayoko | 古贺小夜子
[DOMAIN:标签] [CAT:二次元角色/角色] behemoth_(nikke) | 巨兽（妮姬）
[DOMAIN:标签] [CAT:二次元角色/作品] koumoto_madoka | 河本圆
[DOMAIN:标签] [CAT:二次元角色/作品] tsukuyomi_mana | 月读玛娜
[DOMAIN:标签] [CAT:二次元角色/作品] kirishima_mana | 雾岛玛娜
[DOMAIN:标签] [CAT:二次元角色/角色] qifrey_(tongari_boushi_no_atelier) | 奇弗利（魔法帽工作室）
[DOMAIN:标签] [CAT:二次元角色/作品] kurosaki_asami | 黑崎麻美
[DOMAIN:标签] [CAT:二次元角色/作品] rebecca_arcane | 瑞贝卡（奥术）
[DOMAIN:标签] [CAT:二次元角色/作品] forcas | 福卡斯
[DOMAIN:标签] [CAT:二次元角色/作品] kurosaki_yuzu | 黑崎柚子
[DOMAIN:标签] [CAT:二次元角色/作品] kotetsu_kiyone | 小铁清音
[DOMAIN:标签] [CAT:二次元角色/作品] kotegawa_chisa | 古手川千纱
[DOMAIN:标签] [CAT:二次元角色/作品] ukiyo_ace | 浮世王牌
[DOMAIN:标签] [CAT:二次元角色/角色] saki_(viper) | 咲（毒蛇）
[DOMAIN:标签] [CAT:二次元角色/作品] annie_barrs | 安妮·巴尔斯
[DOMAIN:标签] [CAT:二次元角色/作品] lambda | 拉姆达
[DOMAIN:标签] [CAT:二次元角色/作品] ootsuki_yoyoko | 大月夜依子
[DOMAIN:标签] [CAT:二次元角色/作品] kunichika_yuu | 国近勇
[DOMAIN:标签] [CAT:二次元角色/角色] freely_tomorrow_(vocaloid) | 自由明日（VOCALOID）
[DOMAIN:标签] [CAT:二次元角色/作品] konetaa | 小根田
[DOMAIN:标签] [CAT:二次元角色/角色] belle_(girls_und_panzer) | 贝尔（少女与战车）
[DOMAIN:标签] [CAT:二次元角色/角色] silver_(sygna_suit)_(pokemon) | 阿银（协会服）（宝可梦）
[DOMAIN:标签] [CAT:二次元角色/角色] noah_(nikke) | 诺亚（胜利女神）
[DOMAIN:标签] [CAT:二次元角色/角色] olivia_(paper_mario) | 奥莉维亚（纸片马力欧）
[DOMAIN:标签] [CAT:二次元角色/作品] arai_chie | 荒井千惠
[DOMAIN:标签] [CAT:二次元角色/作品] soul_eater_not! | 噬魂师NOT！
[DOMAIN:标签] [CAT:二次元角色/角色] nephrite_(sailor_moon) | 涅夫莱特(美少女战士)
[DOMAIN:标签] [CAT:二次元角色/角色] kasugano_sakura_(cosplay) | 春日野樱（角色扮演）
[DOMAIN:标签] [CAT:二次元角色/角色] mika_(veyonis) | 米卡（维约尼斯）
[DOMAIN:标签] [CAT:二次元角色/角色] mizuki-chan_(kanabun) | 美月（金鱼饭）
[DOMAIN:标签] [CAT:二次元角色/角色] yu_mei-ren_(spare_the_idle_talk)_(fate) | 虞美人（闲话休题）（Fate）
[DOMAIN:标签] [CAT:二次元角色/作品] ienaga_kano | 家长可乃
[DOMAIN:标签] [CAT:二次元角色/作品] spock | 史波克
[DOMAIN:标签] [CAT:二次元角色/角色] agnes_tachyon_(sigma_experiment)_(umamusume) | 艾格尼丝·塔奇昂（西格玛实验）（赛马娘）
[DOMAIN:标签] [CAT:二次元角色/角色] countess_chelsea_(path_to_nowhere) | 切尔茜伯爵（无期迷途）
[DOMAIN:标签] [CAT:二次元角色/角色] akazukin_(otogi-juushi_akazukin) | 小红帽（御伽战士小红帽）
[DOMAIN:标签] [CAT:二次元角色/作品] anmicius | 安米修斯
[DOMAIN:标签] [CAT:二次元角色/作品] maria_grace_fleed | 玛丽亚·格蕾丝·弗利德
[DOMAIN:标签] [CAT:二次元角色/角色] anaxa_(honkai:_star_rail) | 阿娜恰（崩坏：星穹铁道）
[DOMAIN:标签] [CAT:二次元角色/作品] hida_kizuna | 飞驒绊
[DOMAIN:标签] [CAT:二次元角色/角色] darach_(pokemon) | 达拉奇（宝可梦）
[DOMAIN:标签] [CAT:二次元角色/角色] nezusuke_(blue_archive) | 根津助（蔚蓝档案）
[DOMAIN:标签] [CAT:二次元角色/作品] shea_haulia | 希亚·豪利亚
[DOMAIN:标签] [CAT:二次元角色/角色] start!!_true_dreams_(love_live!) | Start!! True Dreams（Love Live!）
[DOMAIN:标签] [CAT:二次元角色/作品] hayami_sena | 速水濑奈
[DOMAIN:标签] [CAT:二次元角色/角色] parquet_(yuzusoft) | 拼花（柚子社）
[DOMAIN:标签] [CAT:二次元角色/角色] kent_(fire_emblem) | 肯特（火焰纹章）
[DOMAIN:标签] [CAT:二次元角色/角色] yoshikawa_yuki_(hori-san_to_miyamura-kun) | 吉川由纪（堀与宫村）
[DOMAIN:标签] [CAT:二次元角色/作品] morimoto_chio | 森主千雄
[DOMAIN:标签] [CAT:二次元角色/作品] idol_janshi_suchie-pai | 偶像雀士Suchie-Pai
[DOMAIN:标签] [CAT:二次元角色/角色] raven_(dc)_(cosplay) | 渡鸦（DC）（角色扮演）
[DOMAIN:标签] [CAT:二次元角色/作品] miyazaki_hiyori | 宫崎日依
[DOMAIN:标签] [CAT:二次元角色/作品] hattori_junko | 服部顺子
[DOMAIN:标签] [CAT:二次元角色/角色] sarah_(suikoden_iii) | 莎拉（幻想水浒传III）
[DOMAIN:标签] [CAT:二次元角色/角色] yuki_(otosuki) | 雪（音月）
[DOMAIN:标签] [CAT:二次元角色/角色] spinner_(boku_no_hero_academia) | 旋转者（我的英雄学院）
[DOMAIN:标签] [CAT:二次元角色/角色] enfer_(path_to_nowhere) | 恩菲尔（无期迷途）
[DOMAIN:标签] [CAT:二次元角色/作品] creepy_susie | 诡异苏西
[DOMAIN:标签] [CAT:二次元角色/角色] taro_(disgaea) | 太郎（魔界战记）
[DOMAIN:标签] [CAT:二次元角色/角色] shizuku_(omamori_himari) | 雫（守护猫娘绯鞠）
[DOMAIN:标签] [CAT:二次元角色/作品] tartaros_online | 塔尔塔罗斯在线
[DOMAIN:标签] [CAT:二次元角色/角色] elline_(kirby) | 艾琳（星之卡比）
[DOMAIN:标签] [CAT:二次元角色/角色] sugar_(nikke) | 舒格（妮姬）
[DOMAIN:标签] [CAT:二次元角色/角色] jeanne_d'arc_(inazuma_eleven) | 贞德（闪电十一人）
[DOMAIN:标签] [CAT:二次元角色/作品] chloe_lilith_stella | 克洛伊·莉莉丝·斯特拉
[DOMAIN:标签] [CAT:二次元角色/作品] mikoze_yui | 神古唯
[DOMAIN:标签] [CAT:二次元角色/角色] echidna_(fire_emblem) | 厄客德娜（火焰纹章）
[DOMAIN:标签] [CAT:二次元角色/作品] toriumi_isako | 鸟海伊砂子
[DOMAIN:标签] [CAT:二次元角色/作品] kashiki_yuno | 香志野由乃
[DOMAIN:标签] [CAT:二次元角色/角色] rena_(sky-freedom) | 蕾娜（天空之自由）
[DOMAIN:标签] [CAT:二次元角色/作品] taketomi_aya | 武富彩
[DOMAIN:标签] [CAT:二次元角色/作品] saku_hinoko | 咲火野子
[DOMAIN:标签] [CAT:二次元角色/作品] funakubo_hiroko | 船久保宽子
[DOMAIN:标签] [CAT:二次元角色/作品] shimizu_esora | 清水天空
[DOMAIN:标签] [CAT:二次元角色/作品] sumiyoshi_chisato | 住吉千里
[DOMAIN:标签] [CAT:二次元角色/角色] jubjub_(monster_girl_encyclopedia) | 啾啾（魔物娘图鉴）
