[DOMAIN:标签] [CAT:物品/动物] mammal | 哺乳动物
[DOMAIN:标签] [CAT:物品/食物] recipe | 食谱
[DOMAIN:标签] [CAT:物品/植物] oso-teki_kinoko_gijinka_zukan | 拟人化蘑菇图鉴
[DOMAIN:标签] [CAT:物品/其他物品] peach_ornament | 桃子饰品
[DOMAIN:标签] [CAT:物品/其他物品] mortar_headd | 臼炮头饰
[DOMAIN:标签] [CAT:物品/其他物品] casting_couch | 潜规则沙发
[DOMAIN:标签] [CAT:物品/食物] cooking_oil | 食用油
[DOMAIN:标签] [CAT:物品/武器] gladius | 格拉迪乌斯
[DOMAIN:标签] [CAT:物品/动物] budgerigar_(bird) | 虎皮鹦鹉（鸟类）
[DOMAIN:标签] [CAT:物品/武器] f-4_phantom_ii | F-4幽灵II战斗机
[DOMAIN:标签] [CAT:物品/数码设备] synth_(iahfy) | 合成器（IAHFY）
[DOMAIN:标签] [CAT:物品/植物] sunflower_petals | 向日葵花瓣
[DOMAIN:标签] [CAT:物品/其他物品] ship's_wheel_ornament | 舵轮装饰
[DOMAIN:标签] [CAT:物品/其他物品] sakura_card | 樱卡
[DOMAIN:标签] [CAT:物品/武器] beretta_ar70/90 | 伯莱塔AR70/90
[DOMAIN:标签] [CAT:物品/武器] planted_axe | 植斧
[DOMAIN:标签] [CAT:物品/武器] sword_cane | 剑杖
[DOMAIN:标签] [CAT:物品/食物] bitter_melon | 苦瓜
[DOMAIN:标签] [CAT:物品/其他物品] the_hierophant_(tarot) | 教皇（塔罗牌）
[DOMAIN:标签] [CAT:物品/食物] stuffed_squid | 酿鱿鱼
[DOMAIN:标签] [CAT:物品/其他物品] pilot_chair | 飞行员座椅
[DOMAIN:标签] [CAT:物品/其他物品] black_backpack | 黑色背包
[DOMAIN:标签] [CAT:物品/其他物品] turquoise_(gemstone) | 绿松石（宝石）
[DOMAIN:标签] [CAT:物品/食物] lychee | 荔枝
[DOMAIN:标签] [CAT:物品/动物] sea_angel | 海天使
[DOMAIN:标签] [CAT:物品/其他物品] lungs | 肺部
[DOMAIN:标签] [CAT:物品/动物] sea_serpent | 海蛇
[DOMAIN:标签] [CAT:物品/其他物品] antenna_mast | 天线杆
[DOMAIN:标签] [CAT:物品/其他物品] volkswagen_type_2 | 大众T2
[DOMAIN:标签] [CAT:物品/其他物品] uh-60_blackhawk | UH-60黑鹰直升机
[DOMAIN:标签] [CAT:物品/动物] tynamo | 麻麻小鱼
[DOMAIN:标签] [CAT:物品/武器] royal_arsenal | 皇家兵工厂
[DOMAIN:标签] [CAT:物品/食物] lay's_(potato_chips) | 乐事（薯片）
[DOMAIN:标签] [CAT:物品/武器] carbon_roller_(splatoon) | 碳纤维滚筒（喷射战士）
[DOMAIN:标签] [CAT:物品/其他物品] mikuru_beam | 未来光束
[DOMAIN:标签] [CAT:物品/武器] sig_sauer_p320 | 西格绍尔P320
[DOMAIN:标签] [CAT:物品/其他物品] glowing_liquid | 发光液体
[DOMAIN:标签] [CAT:物品/动物] dodo_(bird) | 渡渡鸟
[DOMAIN:标签] [CAT:物品/餐具] drink_umbrella | 饮料伞
[DOMAIN:标签] [CAT:物品/武器] splattershot_pro_(splatoon) | 专业模型枪（喷射战士）
[DOMAIN:标签] [CAT:物品/武器] de_lisle_carbine | 德利尔卡宾枪
[DOMAIN:标签] [CAT:物品/其他物品] spiral_heart_moon_rod | 螺旋心月权杖
[DOMAIN:标签] [CAT:物品/动物] sloth_(animal) | 树懒（动物）
[DOMAIN:标签] [CAT:物品/动物] lamprey | 七鳃鳗
[DOMAIN:标签] [CAT:物品/武器] rock_cannon | 岩石加农炮
[DOMAIN:标签] [CAT:物品/其他物品] ship_in_a_bottle | 瓶中船
[DOMAIN:标签] [CAT:物品/食物] chocolate_fountain | 巧克力喷泉
[DOMAIN:标签] [CAT:物品/动物] gloomy_bear | 忧郁熊
[DOMAIN:标签] [CAT:物品/武器] h&k_mark_23 | H&K Mark 23手枪
[DOMAIN:标签] [CAT:物品/其他物品] hearthstone | 炉石传说
[DOMAIN:标签] [CAT:物品/其他物品] kati_mannequin | 凯蒂人体模型
[DOMAIN:标签] [CAT:物品/植物] orange_petals | 橙色花瓣
[DOMAIN:标签] [CAT:物品/其他物品] pocket_mirror | 袖珍镜
[DOMAIN:标签] [CAT:物品/数码设备] dengeki | 电击
[DOMAIN:标签] [CAT:物品/动物] transparent_butterfly | 透明蝴蝶
[DOMAIN:标签] [CAT:物品/其他物品] pipette | 移液管
[DOMAIN:标签] [CAT:物品/其他物品] vacuum_bed | 真空床
[DOMAIN:标签] [CAT:物品/其他物品] white_ensign | 白船旗
[DOMAIN:标签] [CAT:物品/武器] oversized_weapon | 超大武器
[DOMAIN:标签] [CAT:物品/其他物品] hair_clipper | 理发推
[DOMAIN:标签] [CAT:物品/武器] b&t_mp9 | B&T MP9
[DOMAIN:标签] [CAT:物品/学习用品] star_color_pen | 星彩色笔
[DOMAIN:标签] [CAT:物品/学习用品] pen_holder | 笔筒
[DOMAIN:标签] [CAT:物品/其他物品] hose_between_breasts | 双乳间软管
[DOMAIN:标签] [CAT:物品/其他物品] shiny_rod_(little_witch_academia) | 闪光之杖（小魔女学园）
[DOMAIN:标签] [CAT:物品/食物] kitkat | 奇巧
[DOMAIN:标签] [CAT:物品/其他物品] finger_puppet | 手指布偶
[DOMAIN:标签] [CAT:物品/乐器] loco_musica | 疯狂音乐
[DOMAIN:标签] [CAT:物品/其他物品] the_chariot_(tarot) | 战车（塔罗牌）
[DOMAIN:标签] [CAT:物品/其他物品] dendro_symbol_(genshin_impact) | 草元素符号原神
[DOMAIN:标签] [CAT:物品/食物] condensed_milk | 炼乳
[DOMAIN:标签] [CAT:物品/食物] happy_meal | 开心乐园餐
[DOMAIN:标签] [CAT:物品/武器] gal_gun_(series) | 电击枪（系列）
[DOMAIN:标签] [CAT:物品/其他物品] napkin_holder | 纸巾架
[DOMAIN:标签] [CAT:排除/媒体噪音] ukrainian_text | 乌克兰语文字
[DOMAIN:标签] [CAT:物品/武器] tasouken | 太薙刀
[DOMAIN:标签] [CAT:物品/武器] aim-9_sidewinder | 响尾蛇导弹
[DOMAIN:标签] [CAT:物品/其他物品] externally_piloted_mecha | 外部操控机甲
[DOMAIN:标签] [CAT:物品/数码设备] canon_(company) | 佳能（企业）
[DOMAIN:标签] [CAT:物品/动物] bulldog | 斗牛犬
[DOMAIN:标签] [CAT:物品/武器] m320 | M320
[DOMAIN:标签] [CAT:物品/乐器] snare_drum | 小军鼓
[DOMAIN:标签] [CAT:物品/其他物品] barricade | 路障
[DOMAIN:标签] [CAT:物品/武器] macuahuitl | 马夸威特
[DOMAIN:标签] [CAT:物品/乐器] naruko_(instrument) | 鸣子（乐器）
[DOMAIN:标签] [CAT:物品/食物] giant_food | 巨型食物
[DOMAIN:标签] [CAT:物品/武器] as_val | AS VAL突击步枪
[DOMAIN:标签] [CAT:物品/其他物品] extension_cord | 延长线
[DOMAIN:标签] [CAT:物品/食物] sorbet | 雪芭
[DOMAIN:标签] [CAT:物品/食物] grilled_corn | 烤玉米
[DOMAIN:标签] [CAT:物品/数码设备] scanner | 扫描仪
[DOMAIN:标签] [CAT:物品/其他物品] massage_table | 按摩床
[DOMAIN:标签] [CAT:物品/其他物品] bell_jar | 钟形罩
[DOMAIN:标签] [CAT:物品/武器] harpoon_gun | 鱼叉枪
[DOMAIN:标签] [CAT:物品/其他物品] gotcha_driver | 扭蛋驱动器
[DOMAIN:标签] [CAT:物品/食物] nuka_cola | 核子可乐
[DOMAIN:标签] [CAT:物品/其他物品] strainer | 滤网
[DOMAIN:标签] [CAT:物品/数码设备] audio_visualizer | 音频可视化
[DOMAIN:标签] [CAT:物品/武器] h&k_mg5 | 黑克勒-科赫MG5
[DOMAIN:标签] [CAT:物品/武器] needle_(hollow_knight) | 骨针（空洞骑士）
[DOMAIN:标签] [CAT:物品/数码设备] plasma_cutter | 等离子切割机
[DOMAIN:标签] [CAT:物品/数码设备] dslr | 单反相机
[DOMAIN:标签] [CAT:物品/其他物品] torture_instruments | 刑具
[DOMAIN:标签] [CAT:物品/动物] akita_inu | 秋田犬
[DOMAIN:标签] [CAT:物品/动物] sizzlipede | 烧火蚣
[DOMAIN:标签] [CAT:物品/其他物品] gamer_supps | 玩家补给
[DOMAIN:标签] [CAT:物品/其他物品] sennheiser | 森海塞尔
[DOMAIN:标签] [CAT:物品/动物] prairie_dog | 草原犬鼠
[DOMAIN:标签] [CAT:物品/植物] sumeru_rose_(genshin_impact) | 须弥蔷薇（原神）
[DOMAIN:标签] [CAT:物品/其他物品] egg_carton | 鸡蛋盒
[DOMAIN:标签] [CAT:物品/其他物品] quick_ball | 先机球
[DOMAIN:标签] [CAT:物品/其他物品] alfa_romeo | 阿尔法·罗密欧
[DOMAIN:标签] [CAT:物品/其他物品] japari_coin | 加帕里硬币
[DOMAIN:标签] [CAT:物品/动物] armadillo_tail | 犰狳尾
[DOMAIN:标签] [CAT:物品/数码设备] submarine_707r | 潜艇707r
[DOMAIN:标签] [CAT:物品/其他物品] beehive | 蜂巢结构
[DOMAIN:标签] [CAT:物品/动物] horse_head | 马头
[DOMAIN:标签] [CAT:物品/武器] nail_gun | 射钉枪
[DOMAIN:标签] [CAT:物品/食物] candy_corn | 糖果玉米
[DOMAIN:标签] [CAT:物品/其他物品] pet_bed | 宠物床
[DOMAIN:标签] [CAT:物品/其他物品] aqua_bag | 水袋
[DOMAIN:标签] [CAT:物品/武器] bomb_(final_fantasy) | 炸弹（最终幻想）
[DOMAIN:标签] [CAT:物品/数码设备] iphone_x | iPhone X
[DOMAIN:标签] [CAT:物品/动物] shellos | 无壳海牛
[DOMAIN:标签] [CAT:物品/其他物品] ziku_driver | 时空驱动器
[DOMAIN:标签] [CAT:物品/植物] orange_tree | 橘子树
[DOMAIN:标签] [CAT:物品/武器] ma5 | MA5
[DOMAIN:标签] [CAT:物品/其他物品] time_machine | 时间机器
[DOMAIN:标签] [CAT:物品/其他物品] bent_spoon | 弯曲勺子
[DOMAIN:标签] [CAT:物品/其他物品] search_bar | 搜索栏
[DOMAIN:标签] [CAT:物品/其他物品] rolled_up_newspaper | 卷起的报纸
[DOMAIN:标签] [CAT:物品/其他物品] pulley | 滑轮
[DOMAIN:标签] [CAT:物品/学习用品] drawing_board | 绘图板
[DOMAIN:标签] [CAT:物品/武器] dapple_dualies_(splatoon) | 泼墨双枪（斯普拉遁）
[DOMAIN:标签] [CAT:物品/其他物品] ducati | 杜卡迪
[DOMAIN:标签] [CAT:物品/其他物品] makeup_palette | 化妆调色盘
[DOMAIN:标签] [CAT:物品/其他物品] virtual_pet_(toy) | 电子宠物（玩具）
[DOMAIN:标签] [CAT:物品/武器] kel-tec_rfb | 凯尔泰克RFB
[DOMAIN:标签] [CAT:物品/成人玩具] sex_toy_in_nipple | 乳首性玩具
[DOMAIN:标签] [CAT:物品/其他物品] strength_(tarot) | 力量（塔罗牌）
[DOMAIN:标签] [CAT:物品/其他物品] nissan_skyline_r32 | 日产天际线R32
[DOMAIN:标签] [CAT:物品/食物] snickers_(brand) | 士力架（品牌）
[DOMAIN:标签] [CAT:物品/其他物品] white_curtains | 白色窗帘
[DOMAIN:标签] [CAT:物品/食物] cheri_berry | 樱子果
[DOMAIN:标签] [CAT:物品/食物] sliced_cheese | 切片奶酪
[DOMAIN:标签] [CAT:物品/其他物品] aston_martin | 阿斯顿·马丁
[DOMAIN:标签] [CAT:物品/其他物品] uzumaki_symbol | 漩涡符号
[DOMAIN:标签] [CAT:物品/植物] birdhouse | 鸟舍
[DOMAIN:标签] [CAT:物品/植物] vine_whip | 藤鞭
[DOMAIN:标签] [CAT:物品/其他物品] dutch_flag | 荷兰国旗
[DOMAIN:标签] [CAT:物品/数码设备] microsoft_paint_(software) | microsoft paint (software): 微软画图（软件）
[DOMAIN:标签] [CAT:物品/乐器] esp_guitars | ESP吉他
[DOMAIN:标签] [CAT:物品/其他物品] polish_flag | 波兰国旗
[DOMAIN:标签] [CAT:物品/武器] blaster_(splatoon) | 爆破枪（斯普拉遁）
[DOMAIN:标签] [CAT:物品/武器] turret_(portal) | 炮塔（传送门）
[DOMAIN:标签] [CAT:物品/其他物品] hockey_stick | 曲棍球杆
[DOMAIN:标签] [CAT:物品/动物] lemur | 狐猴
[DOMAIN:标签] [CAT:物品/数码设备] signal_bar | 信号条
[DOMAIN:标签] [CAT:物品/植物] deer_head | 鹿头
[DOMAIN:标签] [CAT:物品/动物] sealeo | 海魔狮
[DOMAIN:标签] [CAT:物品/武器] flare_gun | 信号枪
[DOMAIN:标签] [CAT:物品/食物] budweiser | 百威
[DOMAIN:标签] [CAT:物品/植物] cotton_(plant) | 棉花（植物）
[DOMAIN:标签] [CAT:物品/武器] witch's_weapon | 魔女武器
[DOMAIN:标签] [CAT:物品/武器] aks-74 | AKS-74突击步枪
[DOMAIN:标签] [CAT:物品/武器] dark_matter_blade | 暗物质之刃
[DOMAIN:标签] [CAT:物品/其他物品] toy_mouse | 玩具老鼠
[DOMAIN:标签] [CAT:物品/食物] soft_drink | 软饮
[DOMAIN:标签] [CAT:物品/其他物品] cryo_symbol_(genshin_impact) | 冰元素符号（原神）
[DOMAIN:标签] [CAT:物品/其他物品] multicolored_feathers | 七彩羽毛
[DOMAIN:标签] [CAT:物品/植物] giant_leaf | 巨型叶片
[DOMAIN:标签] [CAT:物品/其他物品] wrapper | 包装纸
[DOMAIN:标签] [CAT:物品/武器] pike_(weapon) | 长矛（武器）
[DOMAIN:标签] [CAT:物品/其他物品] millennium_necklace | 千年项链
[DOMAIN:标签] [CAT:物品/动物] tiger_(p) | 虎（P）
[DOMAIN:标签] [CAT:物品/其他物品] too_many_balloons | 过多气球
[DOMAIN:标签] [CAT:物品/其他物品] bindle | 行囊
[DOMAIN:标签] [CAT:物品/其他物品] dragon_on_shoulder | 肩扛龙
[DOMAIN:标签] [CAT:物品/食物] lamune | 波子汽水
[DOMAIN:标签] [CAT:物品/其他物品] rickshaw | 人力车
[DOMAIN:标签] [CAT:物品/成人玩具] vibrator_over_clothes | 隔着衣服的震动器
[DOMAIN:标签] [CAT:物品/其他物品] model_building | 模型制作
[DOMAIN:标签] [CAT:物品/动物] black_horse | 黑马
[DOMAIN:标签] [CAT:物品/武器] golden_gun | 黄金枪
[DOMAIN:标签] [CAT:物品/其他物品] ice_block | 冰块
[DOMAIN:标签] [CAT:物品/植物] nectar | 花蜜
[DOMAIN:标签] [CAT:物品/武器] stechkin_aps | 斯捷奇金APS
[DOMAIN:标签] [CAT:物品/其他物品] hamster_wheel | 仓鼠滚轮
[DOMAIN:标签] [CAT:物品/动物] baby_penguin | 幼年企鹅
[DOMAIN:标签] [CAT:物品/其他物品] cow_skull | 牛头骨
[DOMAIN:标签] [CAT:物品/食物] pieces_of_sweet_stars | 甜蜜星辰碎片
[DOMAIN:标签] [CAT:物品/餐具] drops_(ragnarok_online) | 水滴（仙境传说）
[DOMAIN:标签] [CAT:物品/数码设备] sploosh-o-matic_(splatoon) | 泼溅清洁枪（斯普拉遁）
[DOMAIN:标签] [CAT:物品/其他物品] clutter | 杂乱物品
[DOMAIN:标签] [CAT:物品/食物] ice_scream | 冰霜尖叫
[DOMAIN:标签] [CAT:物品/其他物品] bobbles | 波波球
[DOMAIN:标签] [CAT:物品/其他物品] pink_blanket | 粉色毛毯
[DOMAIN:标签] [CAT:物品/食物] porridge | 粥
[DOMAIN:标签] [CAT:物品/其他物品] death_star | 死星
[DOMAIN:标签] [CAT:物品/其他物品] fidget_spinner | 指尖陀螺
[DOMAIN:标签] [CAT:物品/其他物品] heal_ball | 治愈球
[DOMAIN:标签] [CAT:物品/武器] sv-98 | SV-98狙击步枪
[DOMAIN:标签] [CAT:物品/其他物品] doll_house | 玩偶之家
[DOMAIN:标签] [CAT:物品/其他物品] cuckoo_clock | 布谷鸟钟
[DOMAIN:标签] [CAT:物品/动物] bongo_cat | 邦戈猫
[DOMAIN:标签] [CAT:物品/其他物品] matrix_of_leadership | 领导模块
[DOMAIN:标签] [CAT:物品/其他物品] yellow_rope | 黄绳
[DOMAIN:标签] [CAT:物品/数码设备] beam_gun | 光束枪
[DOMAIN:标签] [CAT:物品/武器] sten_gun | 斯登冲锋枪
[DOMAIN:标签] [CAT:物品/学习用品] pencil_sharpener | 卷笔刀
[DOMAIN:标签] [CAT:物品/数码设备] yf-19 | YF-19
[DOMAIN:标签] [CAT:物品/动物] crab_on_shoulder | 肩扛螃蟹
[DOMAIN:标签] [CAT:物品/其他物品] power_stone | 能量宝石
[DOMAIN:标签] [CAT:物品/其他物品] f-16_fighting_falcon | F-16战隼战斗机
[DOMAIN:标签] [CAT:物品/其他物品] ah-64_apache | AH-64阿帕奇
[DOMAIN:标签] [CAT:物品/其他物品] koopa_clown_car | 库巴小丑车
[DOMAIN:标签] [CAT:物品/武器] devil_bringer | 恶魔之手
[DOMAIN:标签] [CAT:物品/动物] japanese_macaque | 日本猕猴
[DOMAIN:标签] [CAT:物品/学习用品] moeru!_jiten | 燃烧！辞典
[DOMAIN:标签] [CAT:物品/食物] boss_coffee | 老板咖啡
[DOMAIN:标签] [CAT:物品/食物] calpis | 可尔必思
[DOMAIN:标签] [CAT:物品/其他物品] suction_bomb_(splatoon) | 吸盘炸弹（斯普拉遁）
[DOMAIN:标签] [CAT:物品/其他物品] eyes_of_horus_(warhammer_40k) | 荷鲁斯之眼（战锤40K）
[DOMAIN:标签] [CAT:物品/武器] v2_gundam | V2高达
[DOMAIN:标签] [CAT:物品/其他物品] robotic_arms | 机械臂
[DOMAIN:标签] [CAT:物品/武器] extended_magazine | 扩容弹匣
[DOMAIN:标签] [CAT:物品/其他物品] mai_ball! | 我的球！
[DOMAIN:标签] [CAT:物品/食物] peppino_spaghetti | 佩皮诺意面
[DOMAIN:标签] [CAT:物品/其他物品] the_world_(tarot) | 世界（塔罗牌）
[DOMAIN:标签] [CAT:物品/食物] the_chicken_that_appears_in_the_middle_of_cookie | 饼干中出现的鸡
[DOMAIN:标签] [CAT:物品/其他物品] olympic_rings | 奥林匹克五环
[DOMAIN:标签] [CAT:物品/其他物品] shared_handcuffs | 共享手铐
[DOMAIN:标签] [CAT:物品/动物] cheetah | 猎豹
[DOMAIN:标签] [CAT:物品/武器] love-bullet | 爱之子弹
[DOMAIN:标签] [CAT:物品/其他物品] model_airplane | 模型飞机
[DOMAIN:标签] [CAT:物品/其他物品] wind_glider | 风之翼
[DOMAIN:标签] [CAT:物品/植物] grape_vine | 葡萄藤
[DOMAIN:标签] [CAT:物品/武器] px4_storm_(girls'_frontline) | 风暴型手枪（少女前线）
[DOMAIN:标签] [CAT:物品/餐具] wooden_bowl | 木碗
[DOMAIN:标签] [CAT:物品/食物] nano-nano_pudding | 纳米纳米布丁
[DOMAIN:标签] [CAT:物品/其他物品] stuffed_snake | 填充蛇玩具
[DOMAIN:标签] [CAT:物品/武器] meito | 名刀
[DOMAIN:标签] [CAT:物品/动物] flying_animal | 飞行动物
[DOMAIN:标签] [CAT:物品/其他物品] foil | 箔纸
[DOMAIN:标签] [CAT:物品/动物] creature_on_lap | 膝上生物
[DOMAIN:标签] [CAT:物品/其他物品] card_deck | 卡组
[DOMAIN:标签] [CAT:物品/武器] dagger_(fizrotart) | 匕首（菲兹罗塔特）
[DOMAIN:标签] [CAT:物品/其他物品] deer_skull | 鹿头骨
[DOMAIN:标签] [CAT:物品/其他物品] teddy_demon | 泰迪恶魔
[DOMAIN:标签] [CAT:物品/其他物品] fender | 挡泥板
[DOMAIN:标签] [CAT:物品/其他物品] veiny_tentacles | 带脉络触手
[DOMAIN:标签] [CAT:物品/其他物品] milk_puddle | 奶渍水洼
[DOMAIN:标签] [CAT:物品/其他物品] broken_fence | 破损的栅栏
[DOMAIN:标签] [CAT:物品/数码设备] movie_camera | 电影摄影机
[DOMAIN:标签] [CAT:物品/学习用品] papers_please | 请出示文件
[DOMAIN:标签] [CAT:物品/其他物品] dragon_poker | 龙族扑克
[DOMAIN:标签] [CAT:物品/动物] brown_horse | 棕马
[DOMAIN:标签] [CAT:物品/武器] chain_gun | 链式机枪
[DOMAIN:标签] [CAT:物品/其他物品] aquamarine_(gemstone) | 海蓝宝石（宝石）
[DOMAIN:标签] [CAT:物品/食物] golden_shrimp_balls_(genshin_impact) | 金丝虾球（原神）
[DOMAIN:标签] [CAT:物品/其他物品] wire_cutters | 钢丝钳
[DOMAIN:标签] [CAT:排除/媒体噪音] radar_chart | 雷达图
[DOMAIN:标签] [CAT:排除/媒体噪音] xiaohongshu_logo | 小红书标志
[DOMAIN:标签] [CAT:物品/植物] insect_on_head | 头顶昆虫
[DOMAIN:标签] [CAT:物品/植物] rafflesia_(flower) | 大王花（花卉）
[DOMAIN:标签] [CAT:物品/其他物品] laser_beam | 激光束
[DOMAIN:标签] [CAT:物品/其他物品] long_table | 长桌
[DOMAIN:标签] [CAT:物品/其他物品] washpan | 洗衣盆
[DOMAIN:标签] [CAT:物品/其他物品] fullbottle | 满瓶
[DOMAIN:标签] [CAT:物品/其他物品] fish_head | 鱼头
[DOMAIN:标签] [CAT:物品/餐具] kitchen_scale | 厨房秤
[DOMAIN:标签] [CAT:物品/其他物品] pushing_cart | 推车
[DOMAIN:标签] [CAT:物品/植物] frog_on_head | 头顶青蛙
[DOMAIN:标签] [CAT:物品/其他物品] lock_seed | 锁种
[DOMAIN:标签] [CAT:物品/学习用品] nanami_to_konomi_no_oshiete_abc | 七海与好美的ABC教学
[DOMAIN:标签] [CAT:物品/食物] single_scoop | 单球冰淇淋
[DOMAIN:标签] [CAT:物品/武器] war_banner | 战旗
[DOMAIN:标签] [CAT:物品/其他物品] ring_(identity)_(project_moon) | 戒指 (身份) (Project Moon)
[DOMAIN:标签] [CAT:物品/其他物品] broken_vase | 破碎花瓶
[DOMAIN:标签] [CAT:物品/武器] colt_commando | 柯尔特突击队
[DOMAIN:标签] [CAT:物品/其他物品] rattle_drum | 拨浪鼓
[DOMAIN:标签] [CAT:物品/其他物品] comforter | 羽绒被
[DOMAIN:标签] [CAT:物品/其他物品] tabletop_rpg | 桌面角色扮演游戏
[DOMAIN:标签] [CAT:物品/动物] magpie | 喜鹊
[DOMAIN:标签] [CAT:物品/食物] chicken_wing | 鸡翅
[DOMAIN:标签] [CAT:物品/其他物品] purple_curtains | 紫色窗帘
[DOMAIN:标签] [CAT:物品/食物] steaming_food | 蒸制食物
[DOMAIN:标签] [CAT:物品/食物] pulque | 龙舌兰酒
[DOMAIN:标签] [CAT:物品/其他物品] beast_ball | 野兽球
[DOMAIN:标签] [CAT:物品/其他物品] propane_tank | 丙烷罐
[DOMAIN:标签] [CAT:物品/动物] lion_cub | 幼狮
[DOMAIN:标签] [CAT:物品/其他物品] torn_curtains | 撕裂窗帘
[DOMAIN:标签] [CAT:物品/数码设备] audio_cable | 音频线
[DOMAIN:标签] [CAT:排除/性行为] cum_on_mask | 精液面罩
[DOMAIN:标签] [CAT:物品/其他物品] beyblade_(object) | 陀螺（物体）
[DOMAIN:标签] [CAT:物品/动物] stuffed_monkey | 毛绒猴子
[DOMAIN:标签] [CAT:物品/动物] swarm | 虫群
